Subject,Interval,Date/Time,Light/Dark,Volume O2,O2 In,O2 Out,Delta O2,Accumulated O2,Volume CO2,CO2 In,CO2 Out,Delta CO2,Accumulated CO2,RER,Heat,Flow,Feed Weight 1,Feed Acc. 1,X Total,X Ambulatory,Y Total,Y Ambulatory,Wheel,Wheel Accumulated,Event Log,
4585,1,12/7/2015 5:30:36 PM,Light,4931.639,20.87907,20.49708,0.3819848,0.0001445244,4332.722,0.04297784,0.3873239,0.344346,0.0001269728,0.8785561,0.5096096,0.4425096,0,0,122,20,139,21,0,0,,
4585,2,12/7/2015 5:55:36 PM,Light,5176.861,20.87907,20.47707,0.4019987,0.0445834,4597.333,0.04372528,0.4092861,0.3655609,0.03938589,0.8880543,0.5362278,0.4422842,-0.0366974,-0.0366974,3426,2132,2311,1218,0,0,,
4585,3,12/7/2015 6:21:36 PM,Light,4363.737,20.87907,20.54012,0.3389516,0.08818791,3858.312,0.04166982,0.3488057,0.3071359,0.07803144,0.8841759,0.4515632,0.4417958,0.1812541,0.1445567,3139,1569,1903,913,0,0,,
4585,4,12/7/2015 6:46:36 PM,Light,3363.952,20.87907,20.62176,0.2573044,0.1221429,2677.781,0.04204354,0.2559985,0.213955,0.1067457,0.7960224,0.3403958,0.4401803,-0.05674744,0.08780923,296,53,141,28,0,0,,
4585,5,12/7/2015 7:12:36 PM,Dark,4969.627,20.87907,20.49385,0.3852217,0.1602648,4356.79,0.04125873,0.3879218,0.3466631,0.13893,0.8766834,0.5132933,0.4419931,0.199824,0.2876333,2949,1712,2151,1061,0,0,,
4585,6,12/7/2015 7:37:36 PM,Dark,4708.316,20.87907,20.50709,0.3719766,0.2028036,4402.248,0.04245463,0.3950474,0.3525928,0.177434,0.9349941,0.4934402,0.4390814,0.05574542,0.3433787,3511,2124,2418,1228,0,0,,
4585,7,12/7/2015 8:03:36 PM,Dark,5484.848,20.87907,20.44901,0.430062,0.2494147,4908.967,0.04095975,0.4345123,0.3935525,0.2200091,0.8950051,0.5691206,0.4386716,0.1088003,0.452179,3024,1607,2130,1013,0,0,,
4585,8,12/7/2015 8:28:36 PM,Dark,4921.359,20.87907,20.49056,0.3885035,0.2951504,4516.62,0.04216811,0.4049634,0.3627953,0.2614367,0.9177585,0.5135626,0.4378239,0.09381104,0.54599,3809,2471,2614,1457,0,0,,
4585,9,12/7/2015 8:54:36 PM,Dark,5063.706,20.87907,20.47909,0.3999764,0.3408009,4602.451,0.04110924,0.4117153,0.3706061,0.3031273,0.9089095,0.5272523,0.4367428,0.07459515,0.6205851,3802,2443,2690,1484,0,0,,
4585,10,12/7/2015 9:19:36 PM,Dark,5324.906,20.87907,20.45394,0.4251288,0.3864713,4916.083,0.0424048,0.4413015,0.3988967,0.3449738,0.9232244,0.5564309,0.4334164,0.1016541,0.7222392,4967,3384,3317,1849,0,0,,
4585,11,12/7/2015 9:45:36 PM,Dark,5111.273,20.87907,20.47417,0.4049009,0.4341789,4599.583,0.04285327,0.4150165,0.3721633,0.3884716,0.8998899,0.5310066,0.4346471,0.03796893,0.7602081,4947,3466,3330,1940,0,0,,
4585,12,12/7/2015 10:10:36 PM,Dark,5381.35,20.87907,20.4545,0.4245725,0.4803067,4715.691,0.04434815,0.4262904,0.3819423,0.4294217,0.8763027,0.5557652,0.4342162,-0.01191711,0.748291,4042,2756,2829,1689,0,0,,
4585,13,12/7/2015 10:36:36 PM,Dark,4910.865,20.87907,20.49555,0.3835143,0.5273523,4340.393,0.0437502,0.3911607,0.3474105,0.4708176,0.8838347,0.5081367,0.439382,0.03968811,0.7879791,4026,2689,2958,1759,0,0,,
4585,14,12/7/2015 11:01:36 PM,Dark,4481.704,20.87907,20.52675,0.3523162,0.5686342,3826.613,0.04465958,0.3549721,0.3103125,0.5067109,0.85383,0.4602351,0.4336902,0.004582703,0.7925618,3886,2492,2556,1461,0,0,,
4585,15,12/7/2015 11:27:36 PM,Dark,4295.196,20.87907,20.54299,0.3360744,0.6087565,3698.169,0.04380003,0.3418296,0.2980296,0.5411098,0.8610013,0.4418829,0.4364046,-0.01200867,0.7805532,3311,1919,2008,1130,0,0,,
4585,16,12/7/2015 11:52:36 PM,Dark,3095.915,20.87907,20.64089,0.2381828,0.6412291,2529.719,0.04509559,0.2474652,0.2023696,0.5684694,0.8171152,0.3149709,0.439645,0,0.7805532,1537,831,703,358,0,0,,
4585,17,12/8/2015 12:18:36 AM,Dark,2591.994,20.87907,20.67936,0.1997119,0.6672249,2100.159,0.04416129,0.2126718,0.1685105,0.5896294,0.8102484,0.2632405,0.4383301,-0.01320899,0.7673442,220,51,11,0,0,0,,
4585,18,12/8/2015 12:43:36 AM,Dark,2515.03,20.87907,20.68593,0.193141,0.6896734,1930.2,0.0454444,0.2012609,0.1558165,0.6073437,0.7674661,0.252627,0.4356923,-0.1656952,0.601649,77,14,18,0,0,0,,
4585,19,12/8/2015 1:09:36 AM,Dark,2466.755,20.87907,20.68952,0.1895457,0.7124478,1909.678,0.04365054,0.1976732,0.1540226,0.624898,0.774166,0.2482076,0.4360759,0,0.601649,38,5,23,0,0,0,,
4585,20,12/8/2015 1:34:36 AM,Dark,2453.177,20.87907,20.69077,0.1882987,0.7340748,1888.833,0.04441044,0.1967264,0.152316,0.6415954,0.7699537,0.2465728,0.436151,0,0.601649,96,3,21,0,0,0,,
4585,21,12/8/2015 2:00:36 AM,Dark,2361.157,20.87907,20.69846,0.1806053,0.756083,1793.32,0.04235497,0.1867979,0.1444429,0.6584275,0.7595091,0.2366826,0.4366676,0.07761127,0.6792603,30,2,56,0,0,0,,
4585,22,12/8/2015 2:25:36 AM,Dark,3491.063,20.87907,20.60895,0.2701177,0.7818249,2757.866,0.04270378,0.2659021,0.2231983,0.6784479,0.7899789,0.3527097,0.4345731,0,0.6792603,1452,221,561,4,0,0,,
4585,23,12/8/2015 2:51:36 AM,Dark,4224.453,20.87907,20.5546,0.3244732,0.8171084,3302.173,0.04160753,0.3073851,0.2657775,0.7061604,0.7816806,0.4258943,0.4369817,-0.01218158,0.6670787,2028,1029,1422,595,0,0,,
4585,24,12/8/2015 3:16:36 AM,Dark,2673.236,20.87907,20.67367,0.205398,0.8474067,2010.278,0.04198125,0.2048984,0.1629172,0.7294941,0.7520018,0.2674437,0.4339908,0,0.6670787,419,107,120,37,0,0,,
4585,25,12/8/2015 3:42:36 AM,Dark,2663.543,20.87907,20.67544,0.2036259,0.8718046,1981.68,0.04110924,0.2011862,0.1600769,0.7477435,0.7440016,0.26592,0.435409,0,0.6670787,62,1,16,0,0,0,,
4585,26,12/8/2015 4:07:36 AM,Dark,3284.81,20.87907,20.62795,0.2511143,0.8979616,2451.92,0.0422304,0.2401777,0.1979473,0.7672398,0.746442,0.3281538,0.4356626,0,0.6670787,489,56,84,0,0,0,,
4585,27,12/8/2015 4:33:36 AM,Dark,4395.314,20.87907,20.53883,0.3402372,0.9330888,3497.916,0.04073552,0.3235921,0.2828566,0.7944558,0.7958285,0.4447364,0.4349304,0.2069346,0.8740132,1765,614,1089,376,0,0,,
4585,28,12/8/2015 4:58:36 AM,Dark,3083.013,20.87907,20.64043,0.2386408,0.9659431,2550.843,0.0415577,0.2464063,0.2048486,0.8210313,0.8273864,0.3144814,0.4379449,0,0.8740132,476,164,247,98,0,0,,
4585,29,12/8/2015 5:24:36 AM,Dark,2522.557,20.87907,20.68199,0.1970773,0.9915617,2133.798,0.04086009,0.2131203,0.1722602,0.8424418,0.845887,0.2585255,0.4356442,0,0.8740132,99,18,23,2,0,0,,
4585,30,12/8/2015 5:49:36 AM,Dark,4368.955,20.87907,20.53746,0.3416074,1.021883,3873.432,0.04142067,0.351646,0.3102253,0.868874,0.8865811,0.4523762,0.4391096,0.2470856,1.121099,1490,570,834,350,0,0,,
4585,31,12/8/2015 6:15:36 AM,Dark,4726.32,20.87907,20.5035,0.3755695,1.063468,4483.436,0.04017494,0.4003169,0.3601419,0.9070877,0.9486103,0.497,0.4378022,0.2975565,1.418655,2686,1509,1628,754,0,0,,
4585,32,12/8/2015 6:40:36 AM,Dark,4916.224,20.87907,20.49356,0.3855067,1.105858,4487.031,0.04086009,0.399258,0.3583979,0.9465205,0.9126988,0.5123801,0.440293,0.0838114,1.502467,3929,2489,2637,1522,0,0,,
