Subject,Interval,Date/Time,Light/Dark,Volume O2,O2 In,O2 Out,Delta O2,Accumulated O2,Volume CO2,CO2 In,CO2 Out,Delta CO2,Accumulated CO2,RER,Heat,Flow,Feed Weight 1,Feed Acc. 1,X Total,X Ambulatory,Y Total,Y Ambulatory,Wheel,Wheel Accumulated,Event Log,
1,1,9/21/2015 1:20:08 PM,Light,5291.411,20.90928,20.48754,0.4217447,0.0001602122,4350.811,0.04275477,0.4029499,0.3601951,0.0001317329,0.8222403,0.5569232,0.4389124,0,0,247,138,152,90,0,0,,
1,2,9/21/2015 1:45:08 PM,Light,4953.813,20.90928,20.51906,0.3902247,0.0466855,3859.339,0.04229558,0.3610679,0.3187723,0.03741206,0.7790643,0.5156463,0.4399361,-0.04653931,-0.04653931,6743,4722,4460,2788,0,0,,
1,3,9/21/2015 2:11:08 PM,Light,4718.475,20.90928,20.53656,0.3727193,0.09236737,3704.431,0.04083112,0.3472507,0.3064196,0.07313593,0.7850907,0.4919135,0.4392975,-0.03129069,-0.07783,3320,2000,2885,1362,0,0,,
1,4,9/21/2015 2:36:08 PM,Light,4929.771,20.90928,20.52532,0.3839671,0.1361897,3597.688,0.03934184,0.336379,0.2970372,0.1062981,0.729788,0.5066195,0.4401302,0.01722717,-0.06060283,133,12,640,49,0,0,,
1,5,9/21/2015 3:02:08 PM,Light,4461.065,20.90928,20.56057,0.3487083,0.1805386,3226.838,0.03896952,0.3067299,0.2677603,0.138527,0.7233336,0.4576785,0.4379262,-0.1778208,-0.2384236,25,1,178,37,0,0,,
1,6,9/21/2015 3:27:08 PM,Light,3970.499,20.90928,20.59958,0.3097007,0.2188246,2947.077,0.03822488,0.2812259,0.243001,0.1665626,0.7422436,0.4093659,0.4407033,0.1905416,-0.04788207,96,9,235,34,0,0,,
1,7,9/21/2015 3:53:08 PM,Light,4307.66,20.90928,20.57235,0.3369371,0.2579302,3354.192,0.03867166,0.3137916,0.2751199,0.1963318,0.7786575,0.4483407,0.4430154,-0.01973978,-0.06762185,279,20,805,49,0,0,,
1,8,9/21/2015 4:18:08 PM,Light,4600.596,20.90928,20.54352,0.3657613,0.298393,3779.461,0.03772845,0.3498818,0.3121534,0.2287369,0.8215155,0.484125,0.4399494,0.03913371,-0.02848814,968,388,641,266,0,0,,
1,9,9/21/2015 4:44:08 PM,Light,3999.038,20.90928,20.59579,0.3134956,0.3390028,3034.86,0.03890746,0.289479,0.2505715,0.2609119,0.7588975,0.414097,0.4401146,0.1503042,0.121816,59,1,45,20,0,0,,
1,10,9/21/2015 5:09:08 PM,Light,4602.302,20.90928,20.55006,0.3592195,0.3780763,3571.018,0.03847309,0.3309307,0.2924576,0.2909217,0.7759199,0.4786686,0.4436931,0,0.121816,578,358,338,133,0,0,9/21/2015 5:12:57 PM - Injected Mice,
