Subject,Interval,Date/Time,Light/Dark,Volume O2,O2 In,O2 Out,Delta O2,Accumulated O2,Volume CO2,CO2 In,CO2 Out,Delta CO2,Accumulated CO2,RER,Heat,Flow,Feed Weight 1,Feed Acc. 1,X Total,X Ambulatory,Y Total,Y Ambulatory,Wheel,Wheel Accumulated,Event Log,
4620,1,11/30/2015 4:07:15 PM,Light,3221.474,20.8735,20.55725,0.3162436,0.000122595,2400.272,0.0488916,0.2978038,0.2489122,9.134369E-05,0.7450851,0.4177694,0.4404396,0,0,112,15,12,1,0,0,11/30/2015 4:05:42 PM - checking mice EJS,
4620,2,11/30/2015 4:32:15 PM,Light,2953.04,20.8735,20.58395,0.289544,0.03536367,2179.41,0.04630653,0.2723943,0.2260877,0.02622949,0.7380226,0.3822541,0.4402837,0,0,835,16,31,15,0,0,,
4620,3,11/30/2015 4:58:15 PM,Light,2676.337,20.8735,20.61,0.2634901,0.06877813,1982.083,0.04460811,0.2509519,0.2063438,0.05093113,0.7405953,0.346669,0.4387302,0,0,671,51,288,33,0,0,,
4620,4,11/30/2015 5:23:15 PM,Light,3741.035,20.8735,20.50327,0.3702289,0.1054309,2787.117,0.04395872,0.3353352,0.2913765,0.07817063,0.7450123,0.4851383,0.4368833,0,0,2122,1137,1387,692,0,0,,
4620,5,11/30/2015 5:49:15 PM,Light,3744.891,20.8735,20.50168,0.3718176,0.1498724,2816.839,0.04337594,0.338349,0.2949731,0.11144,0.7521819,0.4865447,0.4361552,0,0,2067,887,986,446,0,0,,
4620,6,11/30/2015 6:14:15 PM,Light,2858.119,20.8735,20.59245,0.2810402,0.1875477,2059.964,0.04337594,0.2585073,0.2151314,0.139264,0.7207413,0.3682998,0.4373491,0,0,1361,360,699,224,0,0,,
4620,7,11/30/2015 6:40:15 PM,Light,3613.18,20.8735,20.51331,0.3601848,0.22598,2808.334,0.04304292,0.3366839,0.293641,0.1681798,0.7772472,0.4724897,0.4368024,0,0,1285,688,848,337,0,0,,
4620,8,11/30/2015 7:05:15 PM,Dark,3542.348,20.8735,20.5205,0.3529973,0.2668248,2765.19,0.04262665,0.3314388,0.2888122,0.1999945,0.7806095,0.4636292,0.4372813,0,0,1810,901,922,355,0,0,,
4620,9,11/30/2015 7:31:15 PM,Dark,3275.75,20.8735,20.54721,0.3262815,0.3072965,2545.115,0.04237688,0.3082939,0.265917,0.2315158,0.7769565,0.4283324,0.4371328,0,0,1338,538,975,306,0,0,,
4620,10,11/30/2015 7:56:15 PM,Dark,2607.47,20.8735,20.61651,0.2569819,0.3408672,1872.649,0.04214793,0.2382763,0.1961284,0.2567211,0.718186,0.3357761,0.4361009,0,0,122,6,41,3,0,0,,
