Subject,Interval,Date/Time,Light/Dark,Volume O2,O2 In,O2 Out,Delta O2,Accumulated O2,Volume CO2,CO2 In,CO2 Out,Delta CO2,Accumulated CO2,RER,Heat,Flow,Feed Weight 1,Feed Acc. 1,X Total,X Ambulatory,Y Total,Y Ambulatory,Wheel,Wheel Accumulated,Event Log,
4192,1,9/8/2015 12:45:48 PM,Light,4898.856,20.92211,20.62209,0.3000165,0.0001245126,3469.688,0.04193811,0.2682815,0.2263434,8.81879E-05,0.7082649,0.4202374,0.4676247,0,0,135,75,100,54,0,0,,
4192,2,9/8/2015 1:07:48 PM,Light,4735.795,20.92211,20.63442,0.2876906,0.03244669,3366.425,0.04224423,0.2599551,0.2177109,0.02302203,0.7108468,0.4065252,0.4716972,-0.01085409,-0.01085409,2833,1726,2164,1210,0,0,,
4192,3,9/8/2015 1:29:48 PM,Light,4534.166,20.92211,20.64625,0.2758623,0.06354485,3226.001,0.04046874,0.2493839,0.2089151,0.04513784,0.7114874,0.3892826,0.4710487,-0.1098124,-0.1206665,2281,1255,2024,934,0,0,,
4192,4,9/8/2015 1:51:48 PM,Light,3913.547,20.92211,20.68592,0.2361922,0.09187903,2678.986,0.03950958,0.2126497,0.1731401,0.06494212,0.6845415,0.3336217,0.4720103,0.1872864,0.06661988,1145,233,1451,424,0,0,,
4192,5,9/8/2015 2:14:48 PM,Light,3569.558,20.92211,20.70404,0.218065,0.1181217,2483.11,0.03836674,0.200405,0.1620383,0.08304568,0.6956351,0.3051901,0.4674671,-0.178182,-0.1115621,91,6,118,46,0,0,,
4192,6,9/8/2015 2:36:48 PM,Light,3324.022,20.92211,20.71993,0.2021813,0.1412465,2350.504,0.03795858,0.1902827,0.1523242,0.09926077,0.7071264,0.2850585,0.4707175,0.03583273,-0.07572936,290,35,377,72,0,0,,
4192,7,9/8/2015 2:58:48 PM,Light,2917.274,20.92211,20.74115,0.1809626,0.1621809,2191.528,0.03738716,0.1808135,0.1434263,0.1144973,0.7512246,0.2530774,0.4660921,0.04563394,-0.03009541,77,7,211,11,0,0,,
4192,8,9/8/2015 3:21:48 PM,Light,3215.635,20.92211,20.72599,0.1961181,0.1836959,2360.903,0.03730553,0.1897929,0.1524874,0.1304671,0.7341947,0.277726,0.4722833,-0.03623962,-0.06633504,366,23,350,48,0,0,,
4192,9,9/8/2015 3:43:48 PM,Light,3670.129,20.92211,20.69705,0.2250622,0.2068034,2690.541,0.03771369,0.2124865,0.1747728,0.1474189,0.7330918,0.3168881,0.4695971,0.03919475,-0.02714029,583,75,642,174,0,0,,
4192,10,9/8/2015 4:05:48 PM,Light,4299.482,20.92211,20.65918,0.2629253,0.2335494,3109.539,0.03795858,0.239833,0.2018744,0.1668835,0.7232358,0.3702726,0.46987,-0.06743875,-0.09457904,2005,1017,1390,615,0,0,,
