Subject,Interval,Date/Time,Light/Dark,Volume O2,O2 In,O2 Out,Delta O2,Accumulated O2,Volume CO2,CO2 In,CO2 Out,Delta CO2,Accumulated CO2,RER,Heat,Flow,Feed Weight 1,Feed Acc. 1,X Total,X Ambulatory,Y Total,Y Ambulatory,Wheel,Wheel Accumulated,Event Log,
4476,1,11/9/2015 12:50:33 PM,Light,4308.508,20.87328,20.5095,0.3637854,0.0001501994,3349.227,0.04643736,0.3430486,0.2966112,0.0001167578,0.777352,0.5161365,0.4724298,0,0,0,0,4,2,0,0,,
4476,2,11/9/2015 1:11:33 PM,Light,3548.358,20.87328,20.57523,0.2980535,0.03464824,2669.227,0.04578964,0.2822615,0.2364719,0.02654096,0.7522428,0.4223194,0.4722739,0,0,98,11,85,24,0,0,,
4476,3,11/9/2015 1:32:33 PM,Light,3244.918,20.87328,20.59761,0.2756701,0.06448241,2461.29,0.04334819,0.2635769,0.2202287,0.04907313,0.7585062,0.386833,0.4675965,0,0,257,27,290,51,0,0,,
4476,4,11/9/2015 1:53:33 PM,Light,3214.125,20.87328,20.60061,0.272673,0.09285322,2410.758,0.04154201,0.2573487,0.2158067,0.07047273,0.750051,0.3823218,0.4673812,0,0,81,9,103,14,0,0,,
4476,5,11/9/2015 2:15:33 PM,Light,3104.166,20.87328,20.60957,0.2637126,0.121926,2347.037,0.04085691,0.2509711,0.2101142,0.09236541,0.7560928,0.369822,0.4673523,0,0,25,5,84,21,0,0,,
4476,6,11/9/2015 2:36:33 PM,Light,3303.389,20.87328,20.59338,0.2799052,0.1500746,2461.798,0.04079463,0.2611355,0.2203409,0.1134902,0.7452341,0.3924476,0.4674556,0,0,53,1,116,35,0,0,,
4476,7,11/9/2015 2:57:33 PM,Light,4175.072,20.87328,20.51868,0.3546011,0.182939,3214.122,0.04035866,0.3271543,0.2867956,0.1384348,0.7698362,0.4991812,0.4688832,-0.06080627,-0.06080627,1119,407,755,238,0,0,,
4476,8,11/9/2015 3:18:33 PM,Light,3239.035,20.87328,20.59675,0.276536,0.2154891,2528.48,0.0400597,0.2663173,0.2262576,0.1636472,0.7806275,0.3883474,0.4675495,-0.1077067,-0.168513,426,67,692,77,0,0,,
4476,9,11/9/2015 3:40:33 PM,Light,3146.133,20.87328,20.609,0.2642887,0.2448699,2337.557,0.03886389,0.2463871,0.2075232,0.1860358,0.7429938,0.3735475,0.4712772,0.1542257,-0.01428729,227,6,130,34,0,0,,
4476,10,11/9/2015 4:01:33 PM,Light,3182.561,20.87328,20.60616,0.2671179,0.2726693,2319.483,0.03956145,0.2459511,0.2063897,0.2064915,0.7288104,0.3764767,0.4702076,-0.04092407,-0.05521137,220,61,195,43,0,0,,
